id_aluno,evasao,sexo,idade,estudante_nis,informou_nome_mae,informou_nome_pai,possui_deficiencia,raca_cor,tipo_localizacao_endereco_estudante,situacao_consolidada_no_ano,etapa_ensino,repetente,frequencia_escolar,notas_medias,nivel_socioeconomico,renda_familiar,trabalha,trabalho_domestico_excessivo,problemas_de_saude,violencia_domestica,gravidez_na_adolescencia,apoio_familiar,comportamento_em_sala,aceitacao_pelos_pares,necessita_assistencia_social,expectativa_retorno,fator_desencadeador_presente,distancia_da_escola_km,violencia_na_comunidade,engajamento_com_a_escola,infraestrutura_escolar,disponibilidade_material_didatico,flexibilidade_pedagogica,qualidade_pedagogica_percebida,pontuacao_risco,evasao_confirmada
505,False,Feminino,17,True,True,True,False,Parda,Urbana,Aprovado,2° EM,False,94.2,4.1,N2,921.2,False,True,False,False,False,Alto,Regular,Alta,False,Alta,False,0.3,False,Alto,Boa,Insuficiente,Alta,Regular,0.32910106653123417,False
506,False,Masculino,21,True,True,False,False,Parda,Urbana,Aprovado,1° EM,False,62.5,7.3,N5,949.75,True,False,False,False,False,Baixo,Ruim,Alta,False,Média,False,3.1,False,Alto,Boa,Completa,Alta,Ruim,0.4968681225664466,True
507,True,Masculino,10,False,True,True,False,Parda,Urbana,Evadido,9° EF,False,55.5,9.0,N6,478.43,False,False,False,False,False,Alto,Bom,Alta,True,Alta,False,1.5,False,Alto,Boa,Completa,Média,Ruim,0.276790248857288,False
508,False,Feminino,21,False,True,False,False,Parda,Urbana,Aprovado,1° EM,False,94.6,4.4,N4,952.92,True,False,False,False,True,Médio,Ruim,Alta,False,Baixa,False,2.2,False,Moderado,Ruim,Completa,Baixa,Boa,0.48112409006263757,False
509,False,Masculino,12,False,True,True,True,Branca,Urbana,Aprovado,2° EM,False,93.9,6.9,N5,892.05,False,False,False,False,False,Alto,Regular,Alta,False,Baixa,True,1.6,True,Alto,Ruim,Completa,Média,Boa,0.18842051802945653,False
510,False,Feminino,14,False,True,True,False,Branca,Urbana,Aprovado,2° EM,False,81.6,7.9,N5,441.38,True,False,False,False,False,Médio,Regular,Alta,False,Baixa,False,2.1,False,Moderado,Regular,Completa,Alta,Ruim,0.3693922464872186,False
511,False,Masculino,17,False,True,False,False,Branca,Urbana,Em andamento,2° EM,False,66.7,6.3,N2,304.06,False,False,False,True,False,Baixo,Bom,Média,True,Baixa,False,3.6,True,Moderado,Regular,Completa,Baixa,Regular,0.6956153715930252,False
512,False,Feminino,20,False,True,True,False,Indígena,Rural,Evadido,3° EM,False,81.0,5.8,N1,583.49,False,False,False,False,False,Médio,Ruim,Alta,False,Alta,False,3.5,True,Moderado,Boa,Parcial,Alta,Boa,0.30980192991366173,True
513,False,Masculino,22,False,True,False,False,Parda,Rural,Aprovado,3° EM,False,57.0,5.8,N3,321.33,False,False,False,False,False,Alto,Bom,Baixa,False,Alta,False,1.7,False,Baixo,Boa,Completa,Alta,Boa,0.43169121381411885,True
514,False,Feminino,14,True,True,True,False,Parda,Urbana,Aprovado,1° EM,False,89.8,7.3,N4,674.63,False,False,False,False,False,Baixo,Bom,Alta,False,Alta,False,2.9,False,Moderado,Boa,Completa,Média,Regular,0.1889283900457085,False
515,False,Masculino,18,False,True,True,False,Parda,Urbana,Aprovado,2° EM,False,99.6,6.9,N5,1388.62,True,False,False,False,False,Alto,Regular,Alta,False,Alta,False,1.5,False,Moderado,Boa,Completa,Baixa,Boa,0.3287624851870662,True
516,False,Feminino,14,True,True,True,True,Parda,Rural,Aprovado,9° EF,False,69.4,8.0,N1,392.33,False,False,False,True,False,Baixo,Ruim,Alta,True,Baixa,False,3.5,False,Alto,Boa,Completa,Média,Regular,0.5955645843914,True
517,False,Masculino,17,True,True,True,False,Parda,Urbana,Aprovado,8° EF,False,94.5,7.2,N3,1025.68,False,True,False,False,False,Médio,Bom,Alta,False,Alta,False,2.6,False,Moderado,Regular,Parcial,Alta,Boa,0.170137125444388,False
518,False,Masculino,17,True,True,False,False,Parda,Urbana,Aprovado,2° EM,False,76.5,6.5,N1,447.56,False,False,False,False,False,Médio,Bom,Alta,True,Alta,False,4.9,False,Moderado,Regular,Parcial,Alta,Ruim,0.2971051295073641,False
519,False,Masculino,18,False,False,False,False,Branca,Urbana,Aprovado,2° EM,False,71.9,9.2,N2,627.72,True,False,False,False,False,Alto,Bom,Alta,True,Alta,False,1.1,False,Alto,Boa,Insuficiente,Alta,Boa,0.3526324699509057,False
520,False,Feminino,21,False,True,True,False,Parda,Urbana,Evadido,1° EM,False,60.4,6.4,N6,370.08,False,False,False,False,False,Médio,Bom,Alta,False,Média,False,1.8,False,Moderado,Boa,Completa,Média,Regular,0.38395124428643984,True
521,False,Masculino,20,False,True,True,False,Preta,Urbana,Em andamento,2° EM,False,71.2,10.7,N4,307.09,False,False,False,False,False,Médio,Bom,Baixa,False,Média,False,0.2,False,Moderado,Boa,Parcial,Média,Boa,0.11071609954291521,False
522,False,Outro,18,False,True,True,False,Amarela,Urbana,Aprovado,2° EM,False,93.7,6.0,N2,305.89,False,False,False,False,False,Médio,Bom,Baixa,False,Alta,False,1.5,False,Baixo,Boa,Completa,Alta,Boa,0.23514474352463177,False
523,False,Feminino,22,False,False,True,False,Amarela,Urbana,Evadido,2° EM,False,99.4,8.6,N3,864.0,False,False,False,False,False,Alto,Bom,Alta,False,Alta,False,1.9,False,Baixo,Boa,Parcial,Média,Boa,0.07414931437277805,False
524,False,Masculino,21,False,True,True,False,Indígena,Urbana,Reprovado,6° EF,False,63.9,8.3,N1,1600.82,False,False,True,False,False,Alto,Regular,Baixa,False,Alta,False,2.1,False,Alto,Boa,Completa,Média,Regular,0.26968004062976125,False
525,False,Feminino,16,True,True,True,False,Parda,Urbana,Aprovado,3° EM,False,98.5,7.0,N3,542.67,False,False,False,False,True,Baixo,Regular,Alta,True,Alta,False,2.3,True,Moderado,Boa,Parcial,Média,Boa,0.15997968511934993,False
526,True,Masculino,12,False,True,True,False,Branca,Urbana,Aprovado,9° EF,False,83.6,7.1,N5,1416.55,False,False,False,False,False,Alto,Bom,Alta,False,Baixa,False,1.4,False,Alto,Regular,Completa,Média,Boa,0.23057389537836467,False
527,False,Feminino,11,True,False,True,False,Branca,Urbana,Aprovado,5° EF,False,83.0,8.0,N3,542.31,False,True,True,False,False,Alto,Bom,Média,True,Baixa,False,1.3,False,Moderado,Boa,Insuficiente,Alta,Boa,0.18791264601320468,False
528,False,Masculino,11,False,True,True,False,Não declarada,Urbana,Aprovado,2° EM,False,86.2,9.0,N3,427.13,False,False,False,False,False,Médio,Ruim,Alta,True,Baixa,False,0.2,True,Baixo,Regular,Completa,Média,Boa,0.12087353986795327,False
529,False,Masculino,10,False,True,False,False,Branca,Rural,Aprovado,1° EM,False,55.5,6.9,N4,370.5,False,False,False,False,False,Alto,Bom,Alta,False,Alta,True,1.9,False,Alto,Regular,Parcial,Média,Regular,0.3834433722701879,False
530,False,Feminino,12,True,False,False,False,Parda,Urbana,Aprovado,3° EM,False,57.2,4.8,N1,351.23,False,False,False,False,False,Baixo,Bom,Média,True,Alta,False,0.9,False,Alto,Boa,Completa,Alta,Boa,0.4814626714068055,True
531,False,Feminino,19,False,True,True,False,Branca,Urbana,Reprovado,7° EF,False,53.8,5.4,N2,462.14,False,False,False,False,False,Alto,Regular,Alta,False,Alta,False,2.2,False,Moderado,Ruim,Parcial,Baixa,Ruim,0.4682579989842559,False
532,False,Masculino,20,False,True,True,False,Parda,Urbana,Aprovado,2° EM,False,93.2,8.0,N4,350.16,False,False,False,False,False,Médio,Bom,Baixa,False,Média,False,2.2,False,Moderado,Ruim,Parcial,Baixa,Regular,0.1361097003555104,False
533,False,Feminino,17,False,True,True,False,Parda,Urbana,Aprovado,6° EF,False,72.7,7.8,N5,701.85,False,False,False,False,False,Médio,Bom,Média,True,Alta,False,0.6,False,Baixo,Boa,Completa,Média,Regular,0.2503809040121889,False
534,False,Outro,12,False,False,True,False,Parda,Urbana,Aprovado,9° EF,False,58.9,5.9,N5,1431.84,False,False,False,False,False,Alto,Bom,Alta,False,Média,True,1.8,False,Moderado,Boa,Completa,Baixa,Boa,0.4169629253428136,False
535,False,Masculino,17,False,True,True,False,Branca,Urbana,Reprovado,8° EF,False,60.6,7.9,N2,635.83,False,False,True,False,False,Alto,Regular,Alta,False,Média,False,3.7,False,Moderado,Boa,Parcial,Média,Regular,0.3067546978161503,False
536,False,Masculino,15,True,True,True,False,Branca,Urbana,Evadido,1° EM,False,63.7,9.0,N3,659.96,False,False,True,False,False,Alto,Bom,Alta,True,Alta,False,1.7,False,Moderado,Ruim,Insuficiente,Baixa,Regular,0.23514474352463177,False
537,False,Masculino,11,True,True,True,False,Branca,Urbana,Evadido,7° EF,False,95.3,8.6,N1,1407.89,False,False,False,False,False,Médio,Regular,Alta,False,Alta,False,2.1,True,Alto,Boa,Insuficiente,Baixa,Boa,0.09497206703910617,False
538,False,Outro,20,True,True,True,True,Parda,Urbana,Aprovado,3° EM,False,58.6,4.4,N4,444.24,False,False,False,False,False,Alto,Regular,Baixa,False,Média,False,1.3,False,Alto,Regular,Parcial,Média,Regular,0.49466734382935496,True
539,True,Feminino,18,False,True,True,False,Parda,Urbana,Evadido,8° EF,False,66.1,8.1,N5,462.54,False,False,True,False,False,Médio,Bom,Média,True,Alta,False,3.3,False,Baixo,Boa,Parcial,Média,Regular,0.26866429659725755,False
540,False,Feminino,16,False,True,True,False,Parda,Urbana,Reprovado,2° EM,False,90.6,8.3,N3,1430.85,False,False,False,False,False,Médio,Bom,Alta,True,Média,False,4.0,False,Alto,Boa,Completa,Média,Ruim,0.1340782122905028,False
541,False,Masculino,13,False,True,True,False,Parda,Urbana,Aprovado,2° EM,False,93.8,5.0,N6,1326.13,False,False,False,False,False,Médio,Bom,Alta,True,Baixa,False,2.7,False,Moderado,Boa,Parcial,Média,Regular,0.2854240731335703,False
542,False,Feminino,10,False,True,True,False,Parda,Urbana,Aprovado,3° EM,False,93.2,5.4,N5,747.27,False,False,False,False,False,Médio,Regular,Alta,False,Alta,False,3.1,False,Moderado,Regular,Parcial,Alta,Boa,0.2681564245810056,False
543,False,Masculino,10,True,True,False,False,Branca,Urbana,Aprovado,6° EF,False,87.3,4.1,N3,656.3,False,False,False,False,False,Baixo,Ruim,Alta,False,Alta,False,1.7,True,Alto,Ruim,Completa,Alta,Boa,0.36414423565261556,False
544,False,Outro,13,False,True,False,False,Branca,Urbana,Aprovado,6° EF,False,75.6,5.9,N4,1699.56,False,False,False,False,False,Baixo,Bom,Alta,False,Alta,False,2.3,False,Baixo,Boa,Insuficiente,Média,Boa,0.3321482986287455,False
545,False,Feminino,13,False,True,True,False,Branca,Urbana,Reprovado,3° EM,False,86.1,6.4,N7,245.73,False,False,False,False,False,Médio,Regular,Baixa,True,Alta,False,1.7,False,Moderado,Boa,Parcial,Alta,Regular,0.2534281361097004,True
546,False,Feminino,13,False,True,True,False,Parda,Urbana,Aprovado,7° EF,False,72.8,8.3,N5,685.87,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,2.1,False,Moderado,Regular,Parcial,Alta,Regular,0.2244794311833418,False
547,False,Feminino,13,False,True,True,False,Parda,Urbana,Aprovado,8° EF,False,94.3,7.2,N7,1137.45,False,False,True,False,False,Alto,Bom,Alta,False,Alta,False,3.1,False,Moderado,Ruim,Completa,Média,Ruim,0.17115286947689182,False
548,False,Feminino,21,True,True,True,False,Parda,Urbana,Reprovado,2° EM,False,88.2,6.0,N1,738.22,False,False,False,False,False,Alto,Regular,Média,False,Alta,False,1.1,False,Alto,Boa,Parcial,Média,Boa,0.2630777044184865,False
549,False,Masculino,14,False,True,True,False,Parda,Rural,Aprovado,1° EM,False,78.6,4.8,N2,527.65,True,False,False,False,False,Alto,Bom,Alta,True,Alta,False,1.5,False,Baixo,Boa,Completa,Média,Ruim,0.5420687320128662,False
550,False,Outro,13,False,True,True,False,Parda,Rural,Aprovado,1° EM,False,80.2,5.7,N7,317.76,False,False,False,False,False,Médio,Bom,Média,False,Média,False,1.7,True,Alto,Regular,Parcial,Alta,Boa,0.31894362620619604,False
551,False,Feminino,17,False,True,True,False,Amarela,Urbana,Aprovado,9° EF,False,74.0,5.0,N5,450.66,False,False,False,False,False,Alto,Bom,Média,False,Alta,False,2.5,False,Alto,Regular,Completa,Alta,Boa,0.3859827323514474,False
552,False,Feminino,14,False,True,True,False,Parda,Rural,Aprovado,3° EM,False,91.5,5.3,N5,419.7,True,False,True,False,False,Médio,Ruim,Média,False,Alta,False,4.1,True,Moderado,Ruim,Insuficiente,Alta,Regular,0.4511596411037752,False
553,False,Feminino,18,False,True,True,False,Preta,Rural,Evadido,2° EM,False,74.8,8.7,N7,1285.24,False,False,True,False,False,Médio,Bom,Alta,False,Alta,False,3.2,False,Moderado,Regular,Completa,Média,Boa,0.19400711020822753,False
554,False,Feminino,18,False,True,True,False,Preta,Urbana,Reprovado,9° EF,False,60.7,7.7,N1,486.28,False,False,False,False,False,Médio,Bom,Baixa,False,Alta,False,2.2,False,Alto,Boa,Parcial,Baixa,Boa,0.31640426612493644,True
555,False,Feminino,15,True,True,True,False,Parda,Urbana,Aprovado,3° EM,False,64.5,5.3,N5,2050.03,True,False,False,False,False,Médio,Ruim,Média,True,Alta,False,1.5,False,Alto,Boa,Parcial,Baixa,Regular,0.5882850854917895,False
556,False,Feminino,20,False,True,True,False,Parda,Urbana,Reprovado,2° EM,False,56.4,6.8,N2,601.27,True,False,False,False,False,Alto,Bom,Média,False,Baixa,False,1.1,False,Alto,Regular,Parcial,Alta,Regular,0.553241916370408,False
557,False,Masculino,10,False,True,False,False,Parda,Urbana,Aprovado,2° EM,False,55.4,8.6,N5,395.77,False,False,False,False,False,Alto,Ruim,Baixa,False,Alta,False,2.5,False,Alto,Boa,Completa,Média,Ruim,0.2976130015236161,False
558,False,Feminino,20,False,True,True,False,Parda,Rural,Aprovado,1° EM,False,97.1,7.4,N3,2126.68,False,False,False,False,False,Alto,Bom,Média,False,Alta,False,2.4,False,Alto,Boa,Parcial,Média,Regular,0.1467750126968004,True
559,False,Feminino,20,True,True,True,False,Parda,Urbana,Em andamento,3° EM,False,67.1,6.8,N4,792.27,False,False,True,False,False,Médio,Regular,Alta,False,Média,False,3.3,False,Moderado,Ruim,Completa,Baixa,Regular,0.3296089385474861,True
560,False,Masculino,17,False,True,True,False,Preta,Urbana,Reprovado,8° EF,False,59.5,4.6,N2,322.32,False,False,False,False,False,Médio,Bom,Alta,False,Média,False,3.1,True,Alto,Boa,Parcial,Média,Regular,0.4799390553580497,False
561,False,Feminino,19,True,True,True,False,Branca,Urbana,Evadido,2° EM,False,88.6,4.7,N4,1166.32,False,False,False,True,False,Alto,Ruim,Alta,False,Alta,False,2.4,False,Moderado,Boa,Completa,Média,Ruim,0.6656509226341628,True
562,False,Masculino,20,False,True,True,False,Branca,Rural,Aprovado,3° EM,False,78.7,6.7,N7,2159.35,False,False,True,False,False,Médio,Bom,Baixa,True,Alta,False,1.4,False,Alto,Boa,Completa,Alta,Ruim,0.27577450482478416,False
563,False,Masculino,18,False,True,True,False,Branca,Urbana,Reprovado,2° EM,False,98.5,9.4,N6,1040.83,False,False,False,False,False,Baixo,Bom,Alta,True,Baixa,False,1.7,False,Alto,Boa,Parcial,Média,Boa,0.038090401218892816,False
564,False,Masculino,19,False,True,True,False,Parda,Rural,Aprovado,1° EM,False,89.5,7.8,N3,886.88,False,False,False,False,False,Médio,Bom,Média,False,Baixa,False,0.9,False,Baixo,Boa,Completa,Média,Ruim,0.16505840528186896,False
565,True,Feminino,11,False,True,True,False,Parda,Rural,Aprovado,2° EM,False,79.8,7.4,N4,406.51,False,False,False,False,False,Alto,Ruim,Alta,False,Média,True,3.3,False,Alto,Regular,Parcial,Alta,Boa,0.2346368715083799,True
566,False,Feminino,17,False,True,True,False,Branca,Urbana,Aprovado,3° EM,False,86.1,7.1,N5,748.61,False,False,False,False,False,Médio,Bom,Alta,False,Alta,True,3.4,False,Alto,Boa,Completa,Alta,Ruim,0.2178770949720671,False
567,False,Masculino,17,False,True,True,False,Branca,Urbana,Aprovado,1° EF,False,95.7,6.5,N5,663.65,False,False,False,False,False,Médio,Regular,Alta,True,Média,True,2.8,False,Moderado,Ruim,Completa,Média,Regular,0.19959370238699847,False
568,False,Masculino,14,False,True,True,False,Preta,Rural,Evadido,1° EM,False,77.1,6.4,N7,582.69,False,False,False,False,False,Alto,Bom,Média,False,Alta,False,2.0,False,Baixo,Regular,Completa,Alta,Boa,0.2991366175723718,False
569,False,Feminino,11,False,True,True,False,Branca,Urbana,Evadido,2° EM,False,67.6,6.7,N4,606.65,False,False,False,True,False,Alto,Ruim,Alta,True,Média,False,2.2,False,Baixo,Boa,Completa,Baixa,Ruim,0.6707296427966819,True
570,False,Feminino,11,False,True,True,False,Parda,Urbana,Aprovado,1° EM,False,95.3,6.3,N5,428.68,False,False,False,False,False,Médio,Bom,Média,False,Alta,True,1.9,False,Alto,Boa,Parcial,Baixa,Regular,0.2117826307770442,False
571,False,Feminino,20,False,True,True,False,Branca,Urbana,Em andamento,1° EM,False,70.7,8.7,N1,567.99,False,False,False,False,False,Médio,Bom,Alta,True,Alta,False,2.3,False,Alto,Boa,Insuficiente,Média,Boa,0.21482986287455563,False
572,False,Masculino,18,False,True,True,False,Parda,Urbana,Aprovado,3° EM,False,53.3,4.6,N4,882.71,False,False,False,False,False,Alto,Bom,Alta,False,Alta,False,2.7,False,Baixo,Ruim,Completa,Baixa,Boa,0.511427120365668,True
573,True,Masculino,16,True,True,True,False,Branca,Urbana,Aprovado,7° EF,False,64.0,4.3,N7,493.01,False,False,False,False,False,Médio,Bom,Média,False,Baixa,False,0.7,False,Moderado,Boa,Completa,Alta,Regular,0.47232097511427124,False
574,False,Feminino,17,False,True,False,False,Parda,Urbana,Aprovado,9° EF,False,81.8,4.8,N2,644.25,False,False,False,False,False,Alto,Regular,Baixa,False,Média,False,3.3,False,Baixo,Boa,Parcial,Média,Ruim,0.356526155408837,True
575,False,Masculino,10,True,True,False,False,Branca,Urbana,Aprovado,1° EM,False,98.5,7.5,N6,424.4,False,False,False,False,False,Alto,Bom,Média,False,Alta,False,2.8,False,Alto,Boa,Completa,Alta,Regular,0.1345860843067547,True
576,False,Masculino,12,False,True,True,False,Indígena,Urbana,Reprovado,3° EM,False,79.5,6.2,N6,449.96,False,False,False,False,False,Baixo,Bom,Baixa,False,Alta,False,1.6,False,Moderado,Regular,Completa,Baixa,Boa,0.2971051295073641,False
577,False,Feminino,12,False,True,False,False,Parda,Rural,Aprovado,7° EF,False,88.7,6.6,N5,739.39,False,False,False,False,False,Baixo,Regular,Alta,False,Média,False,2.8,False,Alto,Boa,Parcial,Baixa,Regular,0.23006602336211274,False
578,True,Masculino,21,True,True,True,False,Parda,Urbana,Em andamento,9° EF,False,78.7,6.5,N3,710.29,False,False,False,False,False,Baixo,Regular,Alta,False,Baixa,False,2.1,True,Baixo,Ruim,Completa,Alta,Ruim,0.28593194514982223,False
579,False,Masculino,19,False,True,True,False,Parda,Urbana,Aprovado,1° EM,False,59.7,9.2,N3,540.81,False,False,False,False,False,Médio,Bom,Alta,True,Alta,True,2.1,False,Moderado,Ruim,Parcial,Alta,Boa,0.2453021838496699,False
580,False,Masculino,17,True,True,True,False,Parda,Urbana,Evadido,8° EF,False,57.9,4.9,N1,824.94,False,False,False,False,False,Baixo,Bom,Média,False,Baixa,False,2.2,False,Alto,Boa,Completa,Média,Boa,0.4728288471305231,True
581,False,Outro,10,False,True,True,False,Parda,Urbana,Aprovado,2° EM,False,78.3,8.8,N3,1054.56,False,False,False,False,False,Alto,Ruim,Alta,True,Baixa,False,0.0,True,Alto,Boa,Parcial,Média,Boa,0.1711528694768918,False
582,False,Feminino,22,False,True,True,False,Branca,Urbana,Reprovado,1° EM,False,96.6,5.9,N6,1536.96,False,True,True,False,False,Alto,Ruim,Alta,False,Alta,True,4.5,False,Moderado,Boa,Insuficiente,Alta,Boa,0.22549517521584564,False
583,False,Feminino,20,True,True,False,False,Preta,Rural,Em andamento,5° EF,False,95.9,5.5,N7,992.6,False,False,True,False,False,Médio,Ruim,Baixa,False,Alta,True,4.1,False,Alto,Boa,Parcial,Alta,Boa,0.24936515997968509,False
584,False,Feminino,16,False,True,True,True,Parda,Urbana,Reprovado,2° EM,False,69.6,5.0,N2,1254.7,True,False,False,False,False,Médio,Regular,Média,False,Média,False,1.0,False,Moderado,Regular,Completa,Alta,Boa,0.5776197731504995,False
585,False,Masculino,21,True,True,True,False,Parda,Urbana,Aprovado,7° EF,False,89.4,7.3,N7,830.53,True,False,False,False,False,Alto,Regular,Média,False,Média,False,2.7,False,Moderado,Ruim,Completa,Média,Regular,0.36025055019468427,False
586,True,Feminino,21,False,True,True,False,Parda,Urbana,Reprovado,7° EF,False,63.1,5.9,N7,870.52,False,False,False,True,False,Médio,Regular,Baixa,False,Média,False,1.1,False,Alto,Regular,Parcial,Alta,Regular,0.73421364482817,True
587,False,Masculino,12,False,True,False,False,Parda,Urbana,Reprovado,6° EF,False,71.9,5.3,N4,750.47,False,False,False,False,False,Baixo,Bom,Baixa,False,Alta,False,1.8,False,Moderado,Boa,Completa,Média,Boa,0.3814118842051803,True
588,False,Masculino,16,False,True,False,False,Parda,Urbana,Evadido,1° EM,False,81.8,5.6,N5,1223.77,False,False,True,False,False,Baixo,Bom,Alta,False,Baixa,False,1.7,False,Baixo,Boa,Parcial,Alta,Ruim,0.31589639410868464,False
589,True,Masculino,19,False,True,True,False,Amarela,Urbana,Em andamento,2° EM,False,77.0,7.0,N3,432.89,False,False,False,False,False,Alto,Bom,Alta,True,Alta,False,1.2,False,Moderado,Boa,Completa,Média,Ruim,0.2691721686135094,True
590,False,Feminino,14,True,True,True,False,Não declarada,Urbana,Reprovado,1° EM,False,61.8,3.6,N1,306.9,False,False,False,False,False,Baixo,Bom,Média,True,Baixa,False,2.2,False,Baixo,Regular,Parcial,Média,Regular,0.5190452006094464,True
591,True,Masculino,20,False,True,True,False,Parda,Urbana,Aprovado,1° EM,False,68.2,6.9,N6,418.28,False,False,True,False,False,Alto,Ruim,Alta,True,Alta,False,2.6,True,Baixo,Boa,Parcial,Baixa,Boa,0.318943626206196,False
592,False,Masculino,10,True,True,True,False,Preta,Urbana,Em andamento,3° EM,False,56.5,5.9,N5,439.64,False,True,False,False,False,Alto,Bom,Média,False,Alta,False,3.4,False,Alto,Boa,Completa,Baixa,Boa,0.4291518537328593,True
593,False,Feminino,15,False,True,True,False,Branca,Urbana,Aprovado,3° EM,False,85.3,8.2,N7,827.14,False,True,False,False,False,Alto,Bom,Alta,False,Baixa,False,3.6,False,Moderado,Ruim,Parcial,Média,Regular,0.1660741493143728,False
594,False,Masculino,18,False,True,False,False,Não declarada,Urbana,Aprovado,2° EM,False,90.5,8.0,N2,554.54,False,True,False,False,False,Médio,Ruim,Alta,False,Média,False,2.3,True,Alto,Boa,Completa,Baixa,Boa,0.14982224479431183,False
595,False,Feminino,16,True,True,False,False,Parda,Urbana,Reprovado,1° EM,False,85.3,8.6,N4,324.61,False,False,False,False,False,Alto,Bom,Alta,True,Alta,False,3.3,False,Baixo,Ruim,Completa,Média,Regular,0.14575926866429662,False
596,True,Feminino,21,False,True,True,False,Preta,Rural,Evadido,9° EF,False,95.1,6.9,N2,371.88,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,3.7,False,Alto,Ruim,Parcial,Média,Regular,0.18232605383443373,False
597,True,Feminino,13,True,False,True,False,Branca,Urbana,Aprovado,5° EF,False,64.2,5.4,N6,734.98,False,False,False,False,False,Médio,Ruim,Alta,True,Alta,False,1.5,False,Moderado,Boa,Parcial,Alta,Regular,0.41543930929405787,False
598,False,Masculino,14,False,True,True,False,Amarela,Urbana,Aprovado,2° EM,False,94.8,6.3,N3,829.27,False,False,False,False,False,Baixo,Regular,Baixa,True,Alta,False,2.1,False,Alto,Boa,Insuficiente,Alta,Regular,0.21432199085830372,False
599,False,Masculino,18,True,True,False,False,Preta,Urbana,Em andamento,1° EM,False,74.1,6.5,N2,710.62,False,False,False,False,False,Médio,Bom,Alta,True,Baixa,False,2.3,False,Baixo,Ruim,Completa,Média,Boa,0.3092940578974099,False
600,False,Masculino,17,False,True,True,False,Preta,Urbana,Evadido,3° EM,False,54.3,7.4,N1,496.93,False,True,False,False,False,Alto,Regular,Alta,True,Média,False,3.6,False,Alto,Ruim,Parcial,Baixa,Ruim,0.3641442356526155,False
601,False,Masculino,21,True,True,True,False,Parda,Urbana,Aprovado,2° EM,False,64.3,4.8,N5,433.71,False,True,False,True,False,Médio,Ruim,Alta,False,Alta,False,0.9,False,Moderado,Boa,Parcial,Alta,Boa,0.7839851024208566,True
602,False,Masculino,18,False,True,True,False,Parda,Rural,Aprovado,1° EM,False,51.1,6.7,N1,497.23,False,False,False,False,False,Médio,Bom,Alta,False,Média,False,2.2,False,Moderado,Boa,Parcial,Média,Boa,0.4159471813103098,False
603,False,Feminino,17,False,True,True,False,Indígena,Urbana,Reprovado,1° EM,False,96.9,8.8,N7,1114.14,False,False,True,False,False,Baixo,Regular,Média,False,Alta,True,1.4,False,Alto,Ruim,Completa,Baixa,Boa,0.07668867445403751,False
604,False,Masculino,17,False,True,True,False,Parda,Urbana,Aprovado,8° EF,False,57.7,8.4,N5,201.29,False,False,False,False,False,Alto,Ruim,Alta,False,Média,False,3.0,False,Moderado,Boa,Completa,Alta,Boa,0.2960893854748603,False
605,False,Feminino,10,False,True,True,False,Branca,Urbana,Aprovado,3° EM,False,87.8,4.5,N6,382.32,False,False,False,False,False,Baixo,Ruim,Média,True,Baixa,False,0.5,False,Moderado,Regular,Parcial,Baixa,Ruim,0.3412899949212798,False
606,False,Masculino,18,False,True,True,False,Preta,Urbana,Aprovado,6° EF,False,99.6,7.3,N4,849.75,True,False,False,False,False,Baixo,Bom,Alta,False,Média,False,0.8,False,Moderado,Boa,Parcial,Alta,Boa,0.30844760453699005,False
607,False,Masculino,13,False,True,True,False,Parda,Urbana,Reprovado,3° EM,False,62.9,8.2,N3,1013.24,True,False,False,False,False,Alto,Bom,Média,True,Alta,False,0.4,False,Moderado,Ruim,Completa,Baixa,Boa,0.4491281530387675,False
608,False,Masculino,10,True,True,True,False,Branca,Urbana,Aprovado,9° EF,False,83.1,6.1,N2,642.89,False,False,False,False,False,Alto,Ruim,Alta,True,Alta,False,2.3,True,Alto,Ruim,Insuficiente,Média,Boa,0.28390045708481465,False
609,False,Masculino,12,False,True,True,False,Branca,Urbana,Em andamento,1° EM,False,64.1,6.5,N7,533.41,True,False,False,False,False,Baixo,Ruim,Baixa,False,Alta,False,1.8,True,Moderado,Boa,Parcial,Média,Regular,0.5293719316065685,True
610,False,Masculino,18,True,True,True,False,Indígena,Urbana,Reprovado,2° EF,False,85.5,7.3,N6,340.78,False,False,False,False,False,Alto,Regular,Média,True,Baixa,False,2.3,False,Baixo,Regular,Completa,Média,Boa,0.21076688674454036,False
611,False,Feminino,14,True,True,True,False,Branca,Urbana,Aprovado,3° EM,False,90.8,6.8,N6,1065.85,False,False,False,True,False,Alto,Ruim,Alta,False,Alta,False,1.5,False,Alto,Boa,Parcial,Alta,Boa,0.547824614863721,False
612,False,Feminino,12,True,True,True,False,Parda,Urbana,Aprovado,3° EM,False,53.6,8.1,N5,896.04,False,False,False,False,False,Baixo,Bom,Alta,False,Alta,False,1.6,False,Alto,Regular,Completa,Alta,Boa,0.3321482986287455,False
613,False,Masculino,18,False,True,True,False,Parda,Urbana,Aprovado,2° EM,False,55.1,6.9,N3,920.46,True,False,False,False,False,Baixo,Bom,Média,True,Alta,False,3.6,False,Alto,Boa,Parcial,Alta,Boa,0.5547655324191637,False
